P,40,
R,51,$6.48
P,33,
R,156,$4.93
R,89,$5.61
S,123,
S,3,
S,165,
P,30,
S,95,
R,230,$2.35
P,59,
S,129,
P,26,
R,82,$15.36
S,5,
P,16,
S,55,
S,40,
S,165,
P,13,
R,250,$5.61
R,53,$17.56
P,67,
R,207,$5.25
S,21,
R,8,$9.31
P,60,
P,60,
R,220,$6.03
R,96,$2.43
P,12,
R,111,$3.03
R,201,$17.24
P,52,
S,130,
P,65,
P,26,
S,11,
R,63,$15.93
R,56,$17.54
R,111,$13.35
S,19,
S,76,
P,44,
P,13,
R,188,$15.46
R,162,$3.91
S,173,
P,70,
P,57,
P,27,
S,56,
R,204,$4.47
P,19,
P,71,
S,65,
R,105,$8.68
P,75,
R,180,$12.65
P,56,
P,67,
R,144,$2.90
R,14,$2.62
R,105,$12.09
S,4,
R,20,$14.81
R,141,$17.75
S,113,
R,199,$5.27
S,164,
P,38,
R,194,$10.56
S,43,
P,20,
R,90,$17.25
S,74,
R,61,$1.43
S,84,
S,164,
S,172,
R,5,$4.25
S,8,
R,40,$17.90
R,235,$19.82
P,67,
P,55,
P,62,
R,42,$11.48
R,190,$9.83
R,246,$10.58
S,130,
S,103,
R,129,$10.80
S,56,
S,128,
P,37,
R,131,$2.68
S,33,
P,47,
R,132,$19.95
R,129,$3.96
S,59,
R,147,$17.73
S,154,
R,83,$15.62
R,105,$11.17
P,63,
R,39,$18.59
R,43,$16.12
R,127,$9.45
P,21,
S,139,
S,141,
S,113,
S,40,
R,128,$16.87
P,33,
S,115,
S,163,
R,135,$15.97
R,28,$12.31
P,66,
P,37,
S,48,
S,135,
R,238,$7.84
S,101,
P,56,
S,9,
P,35,
R,158,$11.22
S,106,
S,116,
R,145,$8.52
P,26,
S,145,
S,161,
P,27,
S,139,
R,3,$2.94
P,32,
S,57,
R,46,$10.98
R,155,$3.00
S,74,
S,106,
R,235,$16.57
R,107,$11.32
S,75,
S,73,
P,68,
S,144,
S,136,
S,34,
R,252,$15.57
P,44,
S,2,
P,46,
P,19,
S,73,
P,75,
R,153,$18.41
S,100,
P,48,
S,66,
P,61,
R,171,$7.62
S,34,
S,92,
S,177,
P,16,
R,46,$2.67
S,28,
S,32,
P,24,
S,113,
S,34,
R,178,$3.18
R,101,$4.03
R,55,$10.94
P,54,
S,120,
P,59,
P,52,
R,149,$15.99
S,25,
S,88,
P,18,
R,201,$13.44
R,91,$13.77
P,12,
R,198,$18.15
S,153,
S,56,
P,67,
S,133,
R,79,$12.51
P,24,
P,35,
R,62,$12.69
R,166,$11.19
R,110,$6.75
P,23,
R,68,$11.03
P,28,
R,112,$9.90
S,63,
R,136,$7.38
P,21,
P,63,
P,12,
R,179,$17.59
S,175,
S,172,
R,188,$3.44
P,23,
R,35,$19.29
S,141,
R,221,$10.23
P,32,
R,253,$2.98
R,38,$7.71
R,245,$2.24
P,50,
R,218,$10.24
P,61,
S,78,
R,205,$9.26
R,68,$17.11
S,95,
R,119,$19.87
S,84,
P,33,
S,121,
S,25,
S,8,
R,52,$7.97
R,118,$3.49
S,36,
R,133,$15.33
P,18,
R,168,$18.68
S,103,
P,67,
R,165,$6.92
P,62,
R,9,$10.16
R,232,$3.62
R,237,$8.38
S,35,
S,47,
P,55,
S,154,
S,80,
R,176,$18.24
P,44,
R,78,$18.82
S,57,
P,30,
R,68,$5.84
S,72,
S,48,
S,35,
R,128,$4.65
R,222,$8.08
R,120,$4.32
P,70,
R,147,$19.11
S,91,
P,75,
P,16,
P,68,
R,135,$5.94
R,101,$18.02
P,52,
R,99,$5.66
P,59,
P,16,
P,13,
R,66,$19.38
P,31,
P,55,
R,13,$17.93
R,207,$14.43
P,45,
P,68,
R,142,$13.14
S,131,
S,55,
P,15,
R,235,$4.76
P,55,
P,52,
R,162,$11.85
S,147,
R,163,$8.12
P,47,
S,136,
R,184,$17.66
R,215,$14.51
S,160,
P,12,
S,131,
P,31,
R,73,$12.12
P,54,
R,112,$7.43
R,151,$5.62
P,70,
R,139,$8.69
S,108,
R,42,$1.20
P,69,
S,154,
P,75,
S,42,
S,105,
R,159,$9.38
S,115,
P,14,
P,56,
S,67,
S,100,
P,22,
R,111,$19.30
S,51,
R,157,$17.34
S,114,
P,46,
R,257,$1.34
P,20,
S,93,
P,66,
R,264,$17.94
R,3,$18.52
R,187,$13.60
R,141,$13.40
R,251,$2.86
R,94,$16.38
R,242,$12.20
P,33,
P,46,
P,66,
S,144,
S,136,
S,87,
P,44,
R,91,$18.93
S,29,
R,179,$14.56
R,16,$12.29
S,27,
P,61,
R,199,$1.01
S,180,
S,142,
P,47,
R,201,$1.93
S,116,
P,58,
S,74,
R,17,$5.94
P,68,
P,51,
S,157,
R,144,$18.00
P,16,
P,34,
S,36,
S,88,
S,175,
R,54,$4.98
P,31,
S,121,
P,24,
R,229,$11.65
P,36,
P,57,
S,92,
P,72,
S,81,
P,50,
P,26,
S,58,
S,36,
S,80,
S,40,
P,63,
S,91,
P,12,
S,86,
R,156,$12.69
P,12,
S,21,
R,55,$1.81
P,17,
S,150,
S,19,
P,65,
P,51,
R,210,$11.25
R,212,$7.56
P,30,
R,245,$5.36
P,25,
P,54,
S,55,
S,28,
S,34,
R,29,$3.60
S,12,
S,177,
P,30,
R,49,$12.04
S,61,
R,117,$10.55
R,207,$3.04
P,55,
R,207,$17.42
S,154,
R,34,$5.39
S,17,
S,166,
S,33,
P,57,
R,84,$12.74
S,57,
S,125,
R,112,$16.88
S,138,
P,26,
R,138,$1.16
R,149,$3.94
P,15,
S,13,
S,5,
S,125,
R,192,$10.71
S,147,
P,22,
R,232,$1.07
P,72,
S,157,
R,30,$13.55
R,158,$17.24
P,45,
S,112,
P,60,
S,6,
P,10,
S,53,
R,260,$2.19
P,19,
P,37,
R,226,$4.25
S,86,
S,175,
S,76,
S,157,
P,55,
R,226,$16.83
S,145,
R,56,$12.44
S,78,
P,29,
R,48,$7.18
P,45,
S,163,
R,166,$1.86
S,123,
S,87,
S,125,
S,109,
P,48,
P,20,
S,60,
P,61,
P,64,
S,9,
S,75,
R,147,$2.37
P,38,
R,22,$16.21
R,52,$12.11
P,13,
P,66,
P,25,
R,219,$9.95
R,201,$11.02
P,57,
R,258,$18.20
P,16,
R,200,$1.77
R,241,$10.30
P,30,
P,29,
P,28,
P,35,
S,89,
S,124,
P,37,
P,73,
R,46,$15.88
R,61,$16.99
R,141,$3.52
R,249,$6.99
R,130,$7.85
P,30,
R,116,$12.86
S,13,
R,263,$14.69
R,160,$12.06
P,73,
S,121,
R,233,$9.42
R,213,$2.15
P,71,
R,69,$16.83
S,171,
R,129,$9.30
R,110,$10.20
S,132,
R,245,$14.14
P,70,
R,238,$8.39
P,53,
S,32,
R,173,$7.10
S,164,
P,65,
S,106,
R,23,$18.49
S,97,
S,81,
R,188,$9.21
R,137,$10.94
P,32,
P,69,
P,37,
S,20,
R,52,$13.02
R,96,$16.11
S,157,
S,53,
R,181,$14.74
S,36,
S,98,
S,151,
P,65,
R,9,$12.72
P,61,
P,53,
R,37,$12.74
P,50,
P,24,
R,73,$11.19
S,85,
R,152,$10.72
S,150,
R,136,$7.79
S,11,
R,238,$18.72
R,238,$8.03
P,50,
S,108,
R,248,$7.38
S,66,
P,41,
P,53,
S,1,
S,110,
R,11,$10.92
P,27,
R,207,$15.72
S,93,
S,37,
P,53,
R,30,$14.42
S,16,
R,42,$11.70
P,12,
P,45,
S,173,
S,28,
P,46,
S,10,
P,59,
P,41,
P,73,
P,43,
S,127,
P,10,
P,49,
P,54,
S,111,
S,12,
P,57,
R,144,$11.15
P,69,
S,64,
S,110,
R,239,$8.54
P,21,
R,162,$2.00
R,170,$12.79
P,10,
S,124,
S,70,
R,210,$14.98
R,140,$10.91
P,35,
P,64,
R,126,$16.13
S,161,
R,156,$18.77
S,143,
S,19,
S,68,
R,198,$19.79
P,50,
R,199,$12.66
S,18,
P,21,
R,77,$6.37
S,148,
P,47,
S,37,
R,70,$12.71
R,81,$8.97
R,126,$18.39
S,114,
S,79,
R,51,$3.30
R,56,$15.29
R,11,$15.38
P,62,
P,46,
S,109,
P,14,
S,2,
R,175,$14.22
S,66,
R,169,$1.09
P,30,
R,229,$13.35
R,118,$11.30
S,37,
P,18,
S,25,
S,43,
S,29,
S,23,
S,112,
R,128,$8.14
P,71,
R,191,$9.27
R,261,$7.64
R,139,$5.68
P,10,
P,52,
P,46,
P,74,
R,7,$14.12
R,151,$18.03
R,248,$8.43
S,11,
S,16,
R,148,$18.51
R,70,$10.21
R,5,$1.80
R,40,$9.28
P,12,
S,158,
P,52,
P,56,
R,265,$2.98
S,124,
R,128,$1.75
P,64,
P,42,
S,145,
S,153,
S,25,
R,97,$16.43
P,19,
P,30,
R,29,$18.51
P,37,
R,257,$7.84
P,47,
S,144,
S,85,
P,34,
P,64,
P,22,
R,96,$8.36
S,89,
R,259,$14.43
S,106,
S,103,
P,42,
S,110,
S,72,
P,51,
R,14,$2.72
R,215,$2.25
P,19,
R,260,$19.79
P,31,
P,70,
P,63,
R,27,$4.92
P,64,
R,244,$1.32
S,142,
P,17,
S,167,
P,69,
R,47,$9.51
R,258,$9.77
P,23,
R,106,$11.80
S,167,
P,38,
R,75,$5.12
R,101,$16.82
P,14,
R,133,$4.28
R,116,$8.68
P,64,
P,62,
R,7,$18.24
R,182,$17.58
S,87,
S,93,
P,70,
R,162,$17.63
P,31,
P,48,
R,45,$11.57
P,54,
P,65,
R,3,$7.78
S,63,
R,81,$2.04
S,24,
P,47,
R,44,$10.08
R,36,$4.19
S,117,
R,138,$1.64
P,54,
R,9,$3.40
P,21,
R,110,$19.24
S,97,
P,52,
R,14,$17.20
P,54,
P,51,
P,17,
P,27,
R,126,$8.81
P,38,
S,147,
S,135,
S,158,
P,66,
S,88,
S,87,
R,50,$9.09
R,9,$13.72
R,205,$10.44
P,30,
P,28,
P,69,
S,111,
R,103,$12.73
R,183,$16.42
P,71,
P,32,
S,53,
P,18,
S,11,
P,58,
P,54,
S,47,
S,118,
P,34,
R,243,$11.44
P,55,
S,50,
P,40,
S,74,
P,43,
S,161,
R,251,$8.49
S,10,
R,182,$15.29
P,49,
R,7,$4.06
P,72,
S,12,
R,2,$2.34
P,13,
S,49,
R,227,$12.62
P,18,
P,59,
P,23,
P,32,
R,203,$3.73
R,5,$17.27
R,128,$4.06
P,31,
S,69,
S,1,
P,25,
R,97,$9.48
P,48,
R,204,$2.19
R,194,$8.11
S,172,
S,179,
P,45,
P,51,
S,95,
S,13,
R,214,$15.50
S,76,
P,49,
R,93,$5.27
P,56,
P,30,
S,80,
S,104,
S,117,
P,36,
R,211,$7.36
S,51,
P,75,
R,26,$2.17
P,43,
R,13,$1.38
P,15,
R,129,$14.34
P,42,
S,117,
R,31,$1.84
R,232,$19.70
S,77,
P,37,
P,41,
R,136,$2.95
R,24,$1.11
P,48,
S,80,
P,67,
R,8,$7.41
P,37,
P,63,
R,87,$9.38
P,32,
S,167,
P,54,
P,35,
S,31,
P,19,
S,175,
R,123,$19.07
R,151,$19.29
P,10,
R,45,$4.16
R,99,$7.42
S,95,
R,164,$2.25
P,14,
S,54,
R,248,$9.50
P,66,
S,31,
P,71,
S,148,
S,69,
P,35,
R,167,$3.76
P,67,
P,30,
S,126,
P,60,
S,72,
P,39,
S,55,
R,182,$8.24
R,32,$8.36
S,51,
S,121,
S,62,
P,21,
R,209,$12.50
S,92,
P,24,
S,21,
P,40,
R,144,$19.95
S,23,
P,59,
R,218,$4.00
S,44,
S,133,
R,30,$8.59
R,172,$9.86
S,9,
P,31,
S,172,
R,191,$17.74
R,245,$18.20
S,144,
S,98,
S,127,
S,68,
P,36,
P,67,
P,18,
S,11,
R,228,$4.43
S,129,
R,247,$13.93
R,252,$17.12
S,87,
R,154,$6.36
S,118,
S,23,
P,65,
R,250,$13.69
S,159,
S,71,
P,61,
P,29,
S,33,
R,34,$11.99
P,63,
S,32,
R,8,$8.92
S,97,
P,28,
R,39,$16.01
P,37,
P,49,
P,51,
R,135,$3.23
P,20,
S,174,
S,128,
S,163,
R,78,$17.48
S,18,
P,39,
S,111,
P,18,
S,168,
S,131,
P,39,
R,246,$5.74
R,219,$15.09
P,33,
S,41,
S,80,
P,30,
S,82,
R,164,$13.43
P,63,
R,19,$6.46
R,226,$12.51
S,18,
S,173,
S,173,
S,154,
S,74,
S,152,
R,257,$16.98
P,52,
P,16,
S,147,
S,100,
P,18,
R,211,$18.86
R,73,$15.09
S,165,
R,183,$7.30
P,22,
P,73,
R,76,$16.51
R,257,$2.97
R,132,$15.43
S,30,
P,28,
P,47,
P,66,
S,57,
R,119,$2.00
S,179,
P,11,
P,56,
R,180,$17.12
R,241,$11.28
P,45,
S,43,
P,69,
P,63,
P,58,
S,170,
P,27,
R,32,$1.73
P,61,
R,97,$7.59
S,106,
R,76,$14.27
S,44,
R,71,$3.59
S,115,
S,93,
P,75,
P,67,
S,58,
S,128,
S,23,
R,19,$19.11
P,10,
P,55,
S,86,
P,11,
S,29,
S,108,
R,58,$8.98
S,68,
S,82,
P,57,
R,16,$14.84
R,14,$2.72
S,91,
R,44,$10.95
R,197,$6.90
R,156,$6.79
R,31,$17.50
P,31,
P,26,
S,167,
S,104,
R,191,$6.41
P,22,
R,115,$6.02
S,37,
P,62,
P,29,
S,71,
P,63,
S,4,
P,17,
R,33,$6.80
R,237,$3.90
S,151,
P,57,
S,179,
S,43,
S,83,
P,12,
P,55,
S,6,
S,61,
S,129,
P,40,
S,122,
R,230,$8.61
R,132,$14.85
S,129,
S,180,
S,88,
S,71,
R,166,$5.08
P,45,
P,20,
P,13,
R,259,$1.32
P,71,
R,207,$2.25
S,149,
R,132,$15.19
S,147,
P,13,
S,79,
S,174,
S,7,
P,71,
S,71,
P,24,
P,39,
S,87,
S,147,
S,58,
P,54,
P,13,
P,11,
P,18,
R,50,$16.72
P,44,
R,236,$4.43
S,66,
S,98,
R,150,$9.93
P,28,
P,18,
S,8,
P,68,
S,49,
R,226,$3.18
R,77,$5.67
R,176,$15.06
S,77,
S,176,
P,28,
P,32,
R,74,$11.33
P,63,
S,23,
R,6,$19.51
S,91,
R,235,$8.12
R,123,$12.56
R,224,$8.80
R,205,$3.28
R,5,$12.99
S,9,
P,15,
R,161,$8.99
P,12,
R,242,$15.30
S,40,
R,213,$16.92
S,134,
R,26,$15.35
S,124,
P,56,
P,74,
S,180,
P,74,
R,83,$17.11
P,44,
R,55,$18.86
R,69,$14.62
R,107,$10.25
P,30,
R,52,$9.02
R,263,$3.20
S,10,
P,33,
R,3,$11.41
R,16,$11.77
R,244,$5.60
R,135,$5.41
S,63,
R,150,$5.93
R,165,$14.72
R,261,$12.78
R,223,$17.41
P,68,
S,147,
P,34,
S,23,
R,220,$3.07
P,32,
P,18,
R,212,$7.96
S,130,
P,44,
R,255,$18.01
P,12,
S,58,
P,14,
P,59,
R,156,$10.10
S,76,
S,180,
P,16,
P,47,
R,248,$18.11
S,167,
S,108,
P,22,
P,29,
S,92,
R,93,$6.64
P,63,
S,128,
P,36,
P,51,
R,105,$17.20
R,216,$3.26
P,56,
R,200,$8.90
S,137,
R,154,$7.61
P,39,
S,154,
S,53,
P,13,
R,208,$14.68
R,40,$4.31
S,126,
R,41,$16.38
R,162,$15.71
P,22,
P,51,
R,171,$12.41
S,118,
R,201,$7.50
S,180,
R,211,$15.35
S,171,
R,128,$3.59
S,44,
P,63,
P,53,
P,20,
S,87,
P,27,
P,70,
S,89,
R,264,$1.09
R,214,$15.67
S,145,
R,93,$10.12
S,84,
P,18,
P,30,
S,103,
R,36,$10.83
S,91,
P,71,
R,27,$9.63
P,73,
P,62,
P,45,
P,70,
R,129,$15.16
S,67,
R,208,$15.45
R,95,$6.40
S,21,
P,56,
P,74,
R,207,$1.90
R,104,$16.91
P,18,
S,142,
R,92,$2.88
S,27,
R,128,$8.59
R,179,$19.96
P,30,
P,52,
P,60,
R,86,$6.28
S,99,
S,105,
P,65,
R,14,$10.45
R,41,$2.35
S,172,
P,61,
S,34,
R,46,$10.74
P,10,
S,87,
S,47,
P,72,
S,158,
R,166,$2.61
R,131,$3.69
R,32,$15.05
S,98,
R,228,$5.23
R,49,$16.18
R,264,$3.29
P,45,
S,155,
R,41,$8.73
R,264,$4.53
P,35,
P,26,
R,256,$7.88
R,176,$19.60
S,172,
R,175,$13.63
R,222,$15.51
R,191,$13.32
P,69,
P,42,
P,54,
S,114,
P,68,
S,121,
P,27,
P,23,
R,94,$9.16
R,218,$15.31
R,233,$2.77
P,38,
P,71,
S,99,
P,20,
P,25,
S,51,
P,32,
S,113,
R,235,$14.85
R,148,$13.60
S,169,
P,14,
S,167,
S,2,
R,123,$6.30
P,35,
P,24,
R,251,$8.38
P,16,
S,12,
S,164,
R,61,$10.73
P,31,
S,94,
R,146,$17.48
R,26,$17.07
R,173,$14.06
R,227,$4.37
R,256,$3.85
R,14,$17.19
P,59,
S,136,
R,17,$9.94
R,10,$3.60
S,124,
R,252,$8.60
P,60,
R,63,$3.93
S,118,
S,95,
S,84,
S,114,
P,48,
P,47,
P,72,
R,90,$16.11
P,31,
S,61,
S,53,
S,24,
S,162,
R,25,$2.05
S,94,
P,35,
P,33,
P,50,
R,228,$7.29
P,37,
R,27,$5.82
R,119,$19.54
R,120,$2.09
P,61,
S,15,
P,43,
P,59,
P,42,
R,138,$14.95
S,123,
S,168,
P,56,
S,20,
R,83,$19.52
P,63,
R,123,$6.85
R,101,$10.80
S,105,
R,100,$7.01
S,119,
R,208,$13.57
S,163,
R,204,$7.54
S,41,
P,53,
R,167,$4.47
P,37,
R,128,$5.08
P,11,
R,145,$6.92
P,16,
R,182,$2.52
P,41,
R,84,$18.03
P,36,
S,98,
S,111,
R,193,$1.23
S,147,
S,149,
R,97,$8.07
R,10,$1.93
R,51,$18.18
P,56,
R,58,$9.00
S,77,
P,63,
S,81,
R,206,$8.01
P,30,
R,83,$5.95
R,154,$8.92
S,3,
P,70,
P,30,
R,264,$4.32
S,33,
R,110,$17.44
S,163,
R,152,$1.15
P,74,
S,46,
P,66,
S,24,
R,219,$18.94
P,29,
R,5,$8.11
S,165,
P,72,
S,51,
P,23,
P,51,
S,44,
R,232,$14.29
R,2,$14.81
S,130,
S,45,
S,167,
R,86,$10.63
R,140,$6.35
P,51,
P,18,
R,230,$16.96
S,69,
R,221,$19.86
P,56,
S,169,
S,24,
R,187,$5.37
P,52,
S,108,
S,28,
S,142,
R,208,$13.33
R,67,$7.02
S,162,
S,58,
P,72,
P,12,
P,70,
S,123,
S,150,
R,253,$14.18
P,28,
R,162,$13.00
R,232,$12.30
P,68,
P,72,
S,69,
S,64,
R,164,$19.48
P,34,
R,27,$15.66
S,23,
R,21,$4.44
R,246,$15.76
P,10,
S,136,
P,36,
P,71,
S,25,
R,253,$18.92
S,42,
S,1,
P,59,
P,43,
S,136,
S,77,
R,121,$18.55
S,59,
P,63,
P,36,
P,32,
S,11,
