5.50,8.75,11.25
S,CHI,24,30,25
S,NY,3,34,5
S,NY,25,36,11
S,MIA,16,13,7
S,NY,83,8,40
O,CHI,80,14,27
S,MIA,32,18,19
S,CHI,35,25,17
O,LA,77,12,31
S,LA,54,15,12
O,CHI,34,18,25
S,NY,38,35,27
O,LA,28,27,20
S,HOU,100,36,39
S,LA,27,42,3
O,HOU,76,17,7
S,LA,73,22,24
O,MIA,29,21,2
O,HOU,46,3,2
O,HOU,40,11,5
S,LA,43,1,20
S,HOU,5,28,11
O,NY,5,12,24
O,CHI,90,29,39
O,LA,22,35,8
S,MIA,92,7,36
O,LA,93,39,33
S,NY,64,17,39
S,MIA,27,30,24
S,HOU,45,12,28
O,CHI,81,26,2
O,MIA,79,2,36
O,CHI,15,44,23
O,NY,6,18,18
O,CHI,7,13,23
S,HOU,25,10,24
O,NY,28,44,19
O,HOU,73,6,7
O,CHI,16,22,34
S,CHI,64,12,13
O,MIA,68,36,31
S,CHI,64,27,27
S,LA,78,21,33
S,NY,61,1,35
S,HOU,1,42,28
S,MIA,4,36,28
O,LA,52,45,24
S,HOU,69,28,13
O,CHI,81,35,11
O,HOU,67,34,4
S,MIA,84,11,35
S,HOU,14,29,3
S,CHI,10,6,6
S,MIA,38,37,25
S,CHI,23,23,6
O,HOU,90,30,22
O,CHI,93,36,28
O,MIA,93,36,22
O,LA,1,41,35
O,LA,93,39,27
S,HOU,8,34,30
S,CHI,4,42,13
S,NY,93,19,26
O,LA,12,37,23
S,CHI,66,27,10
O,MIA,88,32,36
O,MIA,71,31,25
O,LA,1,9,40
O,HOU,54,9,2
S,LA,89,25,21
S,CHI,67,9,29
O,HOU,79,12,32
O,LA,46,15,37
S,LA,23,18,31
S,MIA,17,19,37
O,HOU,18,27,2
O,HOU,15,19,11
O,CHI,8,19,25
O,MIA,22,45,3
O,LA,69,6,31
O,MIA,36,42,18
S,MIA,19,24,21
O,LA,32,11,35
O,NY,24,3,29
S,CHI,16,20,28
O,LA,13,4,36
O,MIA,47,39,34
S,HOU,56,13,4
O,HOU,69,14,8
O,CHI,19,6,4
S,MIA,86,31,26
S,NY,82,34,38
S,LA,92,20,10
O,HOU,57,22,18
S,CHI,11,43,29
S,CHI,18,11,27
O,LA,16,10,2
O,CHI,59,4,22
O,LA,32,6,36
O,NY,13,39,29
S,CHI,89,42,6
S,MIA,84,8,2
S,NY,64,25,16
S,MIA,5,10,9
O,NY,55,14,27
S,CHI,55,39,17
S,MIA,77,9,28
S,CHI,29,20,26
O,LA,83,11,4
O,MIA,70,23,24
O,MIA,17,13,22
S,CHI,5,19,8
S,NY,59,12,20
O,MIA,45,24,34
O,MIA,37,37,24
S,HOU,31,41,22
S,MIA,55,4,22
O,MIA,44,10,16
O,HOU,27,39,16
S,LA,31,18,39
O,HOU,52,43,39
S,CHI,35,41,34
O,MIA,33,38,27
S,MIA,46,28,29
S,NY,40,5,28
O,MIA,77,39,25
S,MIA,15,7,26
O,NY,83,35,36
S,NY,8,28,36
S,MIA,7,32,14
O,HOU,67,23,4
S,HOU,40,45,7
O,NY,40,31,1
S,CHI,80,16,23
S,NY,79,30,4
S,CHI,6,4,11
S,LA,77,11,40
S,NY,84,22,25
S,NY,70,12,30
S,CHI,51,11,14
S,NY,32,17,31
O,HOU,21,13,8
O,HOU,17,32,13
S,LA,72,28,18
O,HOU,61,15,8
O,NY,65,13,12
S,CHI,66,27,9
O,NY,95,18,39
S,HOU,46,39,6
O,CHI,91,7,34
S,MIA,55,38,23
O,CHI,82,20,9
O,CHI,5,23,20
S,CHI,65,11,37
O,NY,86,33,18
S,HOU,32,20,35
O,CHI,80,25,20
S,NY,5,21,17
O,CHI,63,20,35
S,LA,23,31,7
O,NY,62,2,29
S,HOU,25,44,9
O,LA,13,8,13
S,HOU,34,17,25
S,NY,94,15,20
O,CHI,84,43,15
O,CHI,32,37,31
S,CHI,32,45,10
S,MIA,1,44,31
O,LA,35,4,6
S,CHI,73,21,17
S,NY,7,30,37
S,MIA,7,38,13
O,HOU,59,28,15
O,MIA,15,35,10
O,CHI,6,22,9
O,LA,14,12,28
O,HOU,87,8,33
S,MIA,78,33,26
O,CHI,43,28,12
O,MIA,14,8,33
O,MIA,72,2,10
O,MIA,74,5,21
S,MIA,15,25,12
O,MIA,63,37,22
O,MIA,91,14,39
O,CHI,59,2,19
O,HOU,14,29,2
S,LA,31,40,10
O,LA,33,38,30
O,MIA,50,27,28
S,LA,91,31,28
O,NY,76,43,15
O,LA,19,43,29
O,HOU,56,34,22
S,CHI,4,12,17
S,LA,71,31,4
S,HOU,28,36,34
O,HOU,26,35,20
S,MIA,42,39,33
S,NY,60,20,22
O,LA,71,20,4
S,LA,11,12,16
O,MIA,8,23,14
S,HOU,40,14,10
S,CHI,35,35,6
S,CHI,38,6,12
O,NY,75,4,22
S,LA,11,15,19
O,LA,46,17,4
O,LA,1,26,7
O,HOU,45,15,26
S,MIA,65,14,24
S,NY,60,34,23
O,LA,92,38,26
O,LA,66,22,34
O,MIA,63,21,31
O,MIA,35,14,31
S,LA,5,36,1
O,NY,21,13,40
S,CHI,64,5,31
S,LA,80,28,20
S,LA,23,43,27
S,HOU,34,43,18
O,NY,88,29,7
S,NY,85,44,8
S,LA,83,22,16
O,MIA,39,11,28
O,NY,40,39,35
S,MIA,3,36,13
S,MIA,77,17,6
S,CHI,66,10,19
S,NY,9,15,33
O,CHI,62,43,33
S,MIA,64,26,24
S,HOU,7,19,6
S,NY,35,6,12
S,HOU,10,4,5
O,NY,83,3,39
O,NY,81,35,11
O,LA,52,15,28
S,HOU,57,26,23
S,MIA,12,45,35
S,NY,14,12,1
S,MIA,53,44,37
S,NY,97,6,37
O,CHI,16,25,1
O,MIA,32,3,10
O,HOU,67,44,27
O,MIA,14,43,26
S,CHI,76,1,10
S,CHI,46,8,8
O,HOU,43,5,1
O,LA,83,17,37
O,LA,46,42,30
S,MIA,9,36,11
O,NY,65,7,34
S,CHI,92,13,1
O,HOU,40,5,38
S,LA,35,19,34
O,LA,44,35,21
S,MIA,69,1,26
O,LA,36,3,1
O,MIA,23,25,30
O,NY,22,32,13
O,LA,69,36,2
O,HOU,82,19,22
O,MIA,21,24,34
O,LA,39,29,28
O,LA,100,42,10
S,NY,23,30,1
S,NY,63,18,8
O,MIA,67,10,36
O,MIA,81,32,33
O,LA,64,39,7
O,HOU,8,17,22
S,NY,84,2,11
O,MIA,72,29,34
S,MIA,28,35,13
S,NY,12,14,25
O,MIA,51,24,18
S,MIA,91,21,25
S,NY,49,32,32
O,CHI,73,18,16
O,LA,38,20,4
S,HOU,5,42,40
S,MIA,54,11,38
S,LA,95,38,4
S,MIA,100,16,22
O,NY,16,16,12
O,MIA,30,37,7
O,CHI,100,10,18
S,CHI,70,23,4
O,MIA,38,9,14
O,HOU,54,22,22
O,MIA,77,45,2
O,HOU,68,39,10
S,MIA,25,34,40
S,MIA,32,38,29
O,CHI,95,12,30
O,LA,44,27,38
S,CHI,80,39,3
O,MIA,38,16,36
O,HOU,85,35,7
S,MIA,64,12,35
O,HOU,31,12,18
O,LA,47,5,5
S,CHI,19,20,16
S,LA,79,19,30
S,MIA,25,10,34
S,MIA,25,26,16
S,LA,25,7,11
O,CHI,28,39,35
O,HOU,5,18,12
S,MIA,35,24,34
O,LA,1,18,5
O,CHI,82,9,12
S,CHI,49,40,33
S,CHI,76,3,29
O,HOU,19,20,10
S,LA,31,39,32
O,MIA,99,12,13
S,MIA,51,2,34
S,LA,22,18,23
O,MIA,54,9,37
O,CHI,87,23,38
S,NY,95,43,14
S,CHI,89,44,35
O,LA,34,23,23
O,LA,81,20,29
O,HOU,80,31,27
S,LA,14,42,17
O,LA,3,13,5
S,MIA,21,30,29
O,HOU,65,21,18
O,HOU,20,11,27
S,HOU,60,22,16
O,CHI,50,38,28
O,MIA,8,1,15
S,CHI,68,5,15
S,CHI,41,13,21
S,NY,79,42,19
O,CHI,75,33,29
S,CHI,3,28,13
S,HOU,60,15,27
O,CHI,72,21,4
O,MIA,22,25,35
O,CHI,78,10,5
O,CHI,79,13,6
S,HOU,64,26,37
S,CHI,32,38,33
O,LA,12,38,21
S,MIA,10,37,35
S,HOU,17,29,23
O,LA,37,17,35
O,NY,91,3,10
O,LA,70,10,7
S,NY,16,37,26
S,HOU,5,18,18
O,CHI,22,25,37
S,HOU,11,36,40
O,LA,38,6,39
O,CHI,8,26,34
O,NY,32,44,26
O,MIA,72,7,18
O,NY,26,43,19
O,MIA,82,34,32
O,MIA,32,7,9
O,NY,18,30,27
S,HOU,11,28,16
O,NY,78,13,33
O,HOU,15,25,23
O,NY,82,18,13
S,HOU,33,18,30
S,HOU,80,31,17
O,MIA,79,25,35
O,LA,79,42,30
O,CHI,41,44,31
S,CHI,12,29,12
S,LA,27,22,35
O,LA,78,24,40
O,CHI,52,38,20
S,HOU,3,8,17
O,MIA,91,35,39
S,LA,87,33,25
O,LA,2,24,23
S,CHI,71,33,4
O,LA,74,4,13
S,LA,36,19,17
O,HOU,56,27,3
O,MIA,41,31,33
O,NY,56,17,31
O,NY,63,10,33
S,MIA,3,26,40
O,HOU,75,41,16
S,NY,68,2,39
S,CHI,72,24,20
O,LA,68,44,35
O,MIA,62,13,11
S,CHI,57,36,9
O,HOU,79,26,24
S,CHI,92,4,10
O,HOU,87,33,30
O,MIA,4,29,1
O,NY,92,21,3
S,HOU,5,10,15
S,NY,50,32,33
O,NY,95,26,37
O,MIA,50,25,7
O,CHI,4,7,38
S,HOU,93,25,5
O,LA,10,24,23
O,CHI,72,45,32
S,CHI,25,8,30
S,MIA,23,45,4
S,CHI,24,5,4
O,CHI,99,30,39
O,MIA,61,17,40
O,NY,14,44,29
S,NY,98,26,39
O,NY,62,32,23
O,MIA,79,41,18
O,CHI,71,17,16
O,LA,12,31,12
O,MIA,22,11,17
S,NY,89,45,25
O,NY,67,18,3
S,HOU,74,42,14
S,NY,22,38,2
O,CHI,58,25,38
S,NY,16,20,40
O,CHI,39,30,33
O,CHI,97,19,27
O,NY,72,20,36
O,NY,41,9,12
O,CHI,28,22,29
S,MIA,70,34,13
O,LA,38,38,12
O,MIA,16,22,34
O,NY,32,8,34
O,LA,92,36,36
S,LA,20,1,6
S,LA,95,10,24
S,CHI,40,10,34
O,HOU,89,33,14
S,CHI,92,32,27
O,HOU,97,39,28
O,HOU,85,36,18
O,MIA,79,36,8
O,NY,54,29,31
S,MIA,42,15,20
S,LA,55,29,13
O,MIA,82,13,34
O,NY,36,44,27
O,HOU,84,22,6
O,LA,85,4,40
O,HOU,3,42,3
S,MIA,14,4,26
S,HOU,74,21,11
S,NY,40,5,20
S,HOU,98,42,12
S,HOU,61,12,18
S,NY,90,23,38
O,NY,55,37,11
O,NY,43,1,33
O,LA,38,3,33
O,MIA,17,12,10
O,CHI,5,6,34
S,LA,80,31,15
O,NY,81,22,14
O,NY,52,11,40
S,NY,72,29,1
S,LA,37,30,15
O,MIA,78,40,17
S,CHI,52,44,6
S,MIA,12,31,23
O,NY,8,20,23
S,HOU,21,24,40
O,MIA,64,15,27
O,LA,3,16,36
S,HOU,34,12,14
O,HOU,93,35,27
S,LA,55,44,40
O,HOU,45,29,23
O,HOU,62,22,10
S,NY,2,29,40
O,MIA,24,14,14
O,LA,74,4,13
O,MIA,79,31,12
S,NY,38,31,6
O,NY,87,2,38
S,LA,5,42,35
S,CHI,29,26,8
S,LA,77,9,27
S,CHI,52,42,3
S,HOU,61,32,8
O,LA,47,36,8
S,CHI,58,33,34
O,HOU,18,22,14
S,CHI,86,38,32
O,MIA,64,26,33
S,CHI,97,44,1
S,MIA,1,41,32
O,NY,55,2,8
O,LA,33,22,23
S,HOU,74,27,36
O,NY,90,26,32
O,MIA,26,44,39
S,CHI,50,33,24
O,CHI,81,23,17
O,MIA,57,10,30
S,MIA,70,1,15
O,HOU,16,15,36
S,NY,68,32,9
O,CHI,22,18,34
O,LA,62,23,25
S,LA,28,18,27
S,MIA,57,43,5
O,HOU,88,39,4
O,CHI,41,14,2
S,HOU,37,9,18
O,NY,44,42,38
O,MIA,68,27,11
O,NY,26,25,21
O,LA,87,24,12
S,NY,66,31,8
O,CHI,95,32,16
S,MIA,63,3,13
S,MIA,69,30,35
S,MIA,53,37,22
O,CHI,32,42,3
S,MIA,64,43,10
O,MIA,78,32,23
S,LA,65,13,37
S,MIA,23,16,17
O,CHI,77,12,8
S,HOU,59,9,14
O,NY,61,19,11
O,NY,50,19,7
S,MIA,93,44,11
S,LA,13,43,21
S,HOU,28,7,27
S,HOU,58,15,4
O,MIA,18,21,26
S,LA,43,26,33
O,HOU,96,16,3
O,CHI,43,28,31
S,MIA,81,38,40
S,LA,32,25,39
O,LA,44,5,36
S,LA,40,17,9
S,MIA,12,33,11
O,CHI,10,25,12
S,NY,79,5,27
O,HOU,2,11,34
O,NY,96,30,36
S,LA,72,13,4
S,NY,50,43,11
O,CHI,53,2,7
O,MIA,25,29,8
S,LA,65,24,15
O,HOU,55,28,14
S,NY,8,16,1
O,MIA,63,40,8
S,NY,47,26,28
S,HOU,65,44,19
O,CHI,20,9,4
O,LA,96,12,28
S,HOU,1,5,35
S,MIA,17,42,35
S,HOU,41,38,4
O,MIA,42,11,20
O,NY,83,25,20
S,MIA,61,35,29
S,HOU,15,28,13
O,CHI,25,44,2
S,LA,24,37,40
O,LA,92,27,33
O,CHI,52,39,14
S,CHI,92,14,8
O,HOU,97,7,35
O,NY,6,39,15
O,HOU,18,30,30
O,NY,71,8,8
S,CHI,81,45,25
S,HOU,44,36,15
S,MIA,84,28,10
S,NY,10,26,39
S,CHI,99,22,29
O,MIA,82,34,10
S,CHI,43,40,39
S,NY,36,15,32
O,LA,24,31,31
S,NY,43,8,3
O,NY,96,2,10
S,LA,42,6,22
S,NY,59,35,14
S,LA,57,28,4
S,MIA,51,14,29
S,CHI,94,37,30
S,MIA,97,34,28
O,LA,50,3,16
O,CHI,6,41,34
O,HOU,93,21,12
S,LA,62,17,7
S,NY,11,34,5
S,HOU,98,16,17
S,MIA,10,45,35
S,LA,22,19,20
S,MIA,56,42,15
S,LA,68,36,20
O,MIA,52,23,39
S,NY,4,38,26
O,CHI,87,10,30
O,NY,13,45,13
S,MIA,39,38,4
S,CHI,50,5,24
O,NY,38,20,27
O,CHI,41,5,7
O,LA,91,8,32
O,NY,76,34,17
O,NY,70,18,30
O,NY,95,12,39
S,NY,78,28,4
O,LA,24,26,20
O,NY,78,27,34
S,CHI,73,43,5
S,CHI,44,9,22
O,MIA,8,24,8
O,LA,59,44,7
O,MIA,15,28,2
S,CHI,17,45,15
S,MIA,93,17,40
S,CHI,89,32,33
O,LA,89,44,14
S,NY,16,13,13
S,MIA,38,29,13
O,MIA,63,17,7
O,HOU,45,22,7
S,LA,9,34,23
S,HOU,15,32,7
O,CHI,55,44,4
S,NY,84,37,15
S,CHI,74,28,9
O,MIA,14,34,20
O,LA,13,9,17
S,CHI,83,45,14
S,LA,82,7,31
S,NY,71,9,19
O,CHI,65,42,35
O,CHI,22,8,25
S,CHI,38,4,9
S,NY,32,25,6
O,LA,34,43,39
S,NY,45,25,8
O,LA,27,44,6
O,MIA,64,17,4
O,HOU,22,27,2
O,CHI,36,14,30
S,HOU,97,31,18
O,NY,45,36,13
S,LA,3,40,10
O,LA,72,19,19
O,LA,83,2,4
O,LA,2,45,22
S,HOU,63,22,30
S,HOU,4,24,26
S,LA,84,33,7
S,LA,57,23,13
S,MIA,76,39,15
O,CHI,57,29,7
S,CHI,93,32,31
S,CHI,67,35,14
O,HOU,72,41,34
O,NY,4,3,17
O,HOU,7,23,10
O,HOU,95,21,30
O,MIA,86,35,26
S,LA,11,33,27
S,HOU,77,26,11
S,CHI,66,31,12
S,NY,68,17,30
S,NY,71,45,23
O,CHI,71,37,29
O,CHI,47,22,22
S,LA,37,24,38
S,HOU,18,43,35
S,LA,7,29,39
O,MIA,21,22,26
S,CHI,27,27,27
S,LA,42,8,30
S,NY,21,29,31
O,NY,30,37,26
O,LA,17,32,38
S,MIA,23,16,6
O,NY,72,40,29
S,CHI,34,4,8
O,LA,72,15,29
S,MIA,40,18,3
S,LA,98,42,25
S,NY,73,5,37
O,HOU,16,2,13
O,NY,31,14,32
S,LA,74,9,9
S,LA,65,41,7
S,NY,15,10,1
S,NY,72,2,16
O,NY,65,2,6
O,HOU,2,30,4
O,MIA,83,44,2
S,HOU,31,43,16
O,LA,96,6,35
O,HOU,10,40,30
O,LA,91,34,30
S,MIA,63,21,2
S,LA,22,1,20
O,CHI,28,24,3
S,LA,79,17,31
O,LA,41,26,16
S,CHI,70,26,40
O,NY,61,45,33
S,NY,11,16,37
S,NY,68,33,40
O,LA,77,21,2
O,MIA,5,10,31
O,HOU,86,26,24
S,HOU,69,7,18
O,MIA,53,13,35
S,LA,18,29,1
O,HOU,86,25,17
O,LA,89,11,13
S,LA,84,15,8
O,CHI,87,21,31
O,HOU,84,33,29
S,LA,55,2,4
S,CHI,1,2,14
O,MIA,82,35,28
S,HOU,7,11,33
S,MIA,40,13,31
S,CHI,79,16,7
O,MIA,58,3,4
O,HOU,39,34,27
O,NY,33,40,34
O,CHI,17,5,23
O,HOU,26,22,31
O,MIA,59,16,13
S,HOU,29,39,10
O,HOU,73,39,36
S,NY,33,19,26
S,LA,97,11,11
S,NY,61,7,29
O,HOU,4,24,4
S,LA,52,26,11
O,CHI,57,33,40
S,MIA,18,23,34
O,LA,47,24,2
O,LA,80,9,34
O,CHI,80,27,20
S,NY,34,1,31
O,LA,100,16,9
S,MIA,18,19,12
O,HOU,40,16,32
S,LA,94,33,9
S,NY,56,45,17
O,CHI,68,45,11
O,NY,55,17,19
O,CHI,72,7,18
O,MIA,76,11,14
S,MIA,20,19,22
O,LA,76,12,17
S,LA,5,41,23
S,MIA,10,7,11
S,CHI,40,2,1
O,CHI,91,25,8
S,NY,23,23,29
S,HOU,17,11,13
S,NY,65,9,14
O,HOU,84,22,8
S,NY,22,5,26
S,CHI,44,25,13
O,LA,2,10,31
S,HOU,5,38,38
O,CHI,92,27,4
O,CHI,61,29,19
O,CHI,25,10,35
S,HOU,90,34,6
S,CHI,60,38,18
S,CHI,67,19,26
O,MIA,42,1,11
S,HOU,60,16,10
S,LA,53,24,24
O,CHI,45,4,16
O,CHI,37,1,8
O,HOU,54,19,35
S,MIA,12,11,5
O,NY,13,11,27
S,NY,68,6,21
O,NY,51,15,31
S,LA,62,30,27
S,CHI,38,6,40
O,MIA,2,16,10
S,CHI,36,22,18
O,NY,58,23,5
O,HOU,14,38,33
O,NY,83,45,38
O,NY,67,27,12
S,LA,86,16,9
S,MIA,63,25,36
O,CHI,2,11,30
S,NY,77,19,25
O,NY,31,6,25
S,MIA,84,26,16
O,HOU,71,34,40
S,LA,83,25,36
S,LA,35,29,25
S,CHI,89,2,30
S,LA,50,6,36
O,HOU,45,40,13
S,CHI,11,22,33
O,CHI,22,5,40
O,LA,1,16,2
O,CHI,61,5,11
O,MIA,61,20,16
O,LA,58,27,4
S,MIA,73,43,21
O,LA,26,17,19
O,HOU,82,42,39
O,MIA,85,40,19
S,NY,45,31,39
S,MIA,77,38,10
O,HOU,62,22,36
S,CHI,84,18,1
S,MIA,45,28,17
O,MIA,73,27,35
S,LA,12,39,40
O,CHI,69,44,20
O,CHI,13,32,40
S,HOU,64,22,27
O,HOU,47,23,3
S,NY,19,33,31
O,NY,26,11,10
O,NY,92,5,16
O,LA,83,14,26
O,HOU,19,27,16
S,HOU,31,44,37
O,LA,92,19,8
O,HOU,44,15,29
S,LA,22,38,33
O,HOU,49,43,20
O,LA,88,33,3
S,CHI,52,43,40
S,NY,94,1,27
S,MIA,49,2,2
S,NY,35,5,21
S,NY,40,36,11
S,MIA,18,32,8
S,LA,30,21,39
O,MIA,40,27,35
O,LA,42,11,35
S,CHI,89,2,12
O,HOU,10,36,4
O,CHI,74,4,5
O,HOU,24,26,31
S,LA,20,18,36
S,LA,70,14,6
O,CHI,67,7,36
O,CHI,24,14,34
S,LA,75,40,21
O,NY,32,20,23
S,MIA,85,25,16
O,HOU,32,17,3
S,CHI,76,6,6
S,HOU,28,16,10
O,NY,56,21,13
S,MIA,21,39,21
O,MIA,51,2,32
O,MIA,100,43,37
O,CHI,25,15,31
O,NY,76,43,29
S,NY,62,20,8
O,HOU,51,32,15
O,NY,53,14,23
S,LA,42,36,5
S,CHI,77,12,20
S,HOU,9,14,27
O,MIA,85,29,32
O,MIA,65,23,31
O,LA,30,5,19
O,MIA,18,13,23
S,CHI,86,45,24
O,NY,8,16,39
O,LA,18,36,16
O,MIA,32,27,36
S,HOU,99,33,6
O,LA,93,24,21
S,HOU,58,28,20
O,CHI,54,34,23
S,CHI,48,31,38
S,NY,49,11,38
S,NY,94,12,23
S,LA,78,19,18
O,NY,38,29,35
O,MIA,17,16,14
S,LA,20,19,40
S,HOU,11,16,7
S,CHI,36,20,35
S,NY,2,34,31
O,NY,21,12,12
O,MIA,92,11,7
O,HOU,20,36,30
O,HOU,26,15,10
S,MIA,39,32,35
S,LA,70,34,38
O,NY,25,14,15
O,MIA,36,26,36
O,MIA,38,40,37
S,MIA,20,11,8
O,HOU,68,38,39
S,NY,71,41,1
S,CHI,1,27,29
S,HOU,63,5,19
O,LA,63,31,28
S,MIA,48,21,36
S,CHI,80,2,6
S,HOU,3,18,17
O,HOU,68,14,38
O,HOU,42,37,23
S,LA,46,23,1
O,MIA,79,16,8
S,NY,45,45,29
S,MIA,47,6,17
S,LA,24,14,10
S,NY,17,6,35
O,HOU,44,33,15
S,LA,45,18,18
O,CHI,24,6,4
S,CHI,30,36,33
S,NY,26,17,16
S,NY,70,38,13
S,LA,56,38,40
S,HOU,45,18,21
O,MIA,93,41,23
S,CHI,59,35,39
S,HOU,56,2,8
S,HOU,25,15,30
S,NY,66,3,15
O,HOU,68,7,14
S,NY,84,11,32
O,LA,74,31,32
S,MIA,47,38,33
S,NY,99,27,7
O,HOU,24,35,13
O,LA,42,13,7
S,NY,54,6,21
O,CHI,53,21,3
S,HOU,68,34,35
S,HOU,41,26,18
S,NY,85,4,23
O,NY,81,14,15
S,LA,2,11,4
O,HOU,11,41,22
S,CHI,36,6,29
S,LA,40,27,20
S,LA,5,30,14
O,NY,75,16,15
O,MIA,18,23,32
S,NY,89,3,17
O,NY,74,13,19
S,CHI,53,43,33
O,MIA,45,26,12
S,LA,81,21,10
S,LA,7,15,39
O,LA,80,28,11
S,MIA,16,20,20
S,HOU,74,27,21
S,MIA,11,20,17
S,LA,5,1,14
S,HOU,13,12,32
O,LA,38,15,19
S,LA,18,7,29
O,HOU,45,27,5
S,LA,1,21,27
O,LA,70,27,21
O,MIA,16,1,7
O,NY,29,37,33
S,LA,38,17,31
O,NY,15,41,28
O,MIA,49,5,23
S,NY,44,35,1
S,MIA,15,28,36
O,NY,61,18,3
S,CHI,28,4,13
O,MIA,51,12,22
O,HOU,16,4,22
S,NY,96,4,33
O,MIA,61,40,29
S,LA,44,38,21
S,MIA,77,41,37
S,HOU,47,2,26
S,MIA,39,33,36
S,NY,76,2,29
O,CHI,81,41,25
S,NY,37,7,39
S,HOU,96,24,15
S,HOU,5,34,23
S,MIA,82,45,27
O,MIA,18,18,13
O,NY,35,17,14
S,NY,79,44,7
O,MIA,45,3,21
O,NY,73,12,37
S,CHI,20,28,25
S,NY,22,4,17
O,MIA,44,3,32
S,HOU,79,42,15
O,LA,15,9,34
O,LA,65,31,22
S,HOU,92,31,24
S,NY,98,24,24
O,MIA,10,11,25
O,MIA,49,40,5
O,MIA,13,13,5
S,LA,87,4,3
O,NY,25,42,30
O,MIA,74,6,32
S,CHI,38,30,8
S,MIA,73,29,11
S,LA,62,27,2
O,MIA,33,26,5
O,MIA,93,5,15
O,CHI,92,23,8
O,LA,63,3,30
O,NY,57,25,39
S,CHI,86,45,38
O,MIA,71,15,35
O,HOU,5,41,12
O,LA,91,39,14
S,HOU,89,44,13
O,CHI,25,4,11
O,HOU,67,15,39
S,LA,44,45,3
O,CHI,72,30,32
O,LA,44,1,18
O,CHI,63,6,39
S,NY,73,40,14
O,CHI,58,1,40
O,NY,89,3,13
O,HOU,39,19,26
S,CHI,83,18,30
S,MIA,9,15,36
O,NY,23,37,9
S,MIA,1,20,32
S,MIA,53,10,32
S,HOU,2,19,37
S,MIA,99,27,25
O,LA,16,23,27
O,LA,60,24,33
O,LA,100,40,36
S,LA,2,34,19
O,LA,2,35,25
S,CHI,43,35,21
O,LA,98,18,26
O,CHI,73,42,39
S,HOU,84,12,34
O,LA,57,39,25
S,MIA,10,6,19
O,MIA,78,36,31
O,CHI,80,19,37
S,MIA,30,19,2
O,LA,34,36,23
S,MIA,86,22,32
O,HOU,80,39,33
O,LA,40,37,22
S,NY,81,45,26
O,NY,22,23,10
O,MIA,81,40,20
O,HOU,25,28,25
S,LA,86,45,1
O,HOU,78,41,27
O,HOU,38,21,24
O,NY,9,11,9
O,LA,74,32,24
O,CHI,75,28,16
O,NY,25,5,9
S,MIA,97,6,20
S,CHI,83,27,4
O,NY,16,19,30
O,HOU,46,38,32
S,LA,32,33,35
S,NY,64,18,36
S,NY,35,34,38
S,MIA,59,32,34
O,MIA,74,17,11
S,CHI,15,13,8
S,LA,61,16,38
S,MIA,36,24,25
